DrugRecordID,FIGURE,SETTING,INDICATOR,GROUP,SUBGROUP,TIME,START_TIME,END_TIME,VALUE,MEASURE,Hospital Name,Facility ID,Address,City/Town,State,ZIP Code,Year,Month,Quarter,DURATION_DAYS,MedianIncome,Population,UnemploymentRate,PovertyRate,BachelorsDegreeOrHigher
4115,4,ED,Stimulants and COVID-19,Age,16-34 Years,13,2024-01-01,2024-01-31,2.666666667,Percent,CLAREMORE INDIAN HOSPITAL,370173,101 SOUTH MOORE AVE,CLAREMORE,OK,74017,2024,1,2024Q1,30,63248.0,4990612.0,4.08,12.01,34.86
4116,4,ED,Cannabis and COVID-19,Age,16-34 Years,13,2024-01-01,2024-01-31,4.26742532,Percent,DELTA HEALTH SYSTEM - THE MEDICAL CENTER,250082,1400 E UNION ST,GREENVILLE,MS,38701,2024,1,2024Q1,30,55364.0,5013043.0,4.03,11.92,34.92
4117,4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,13,2024-01-01,2024-01-31,0.0,Percent,NORTHERN LIGHT BLUE HILL MEMORIAL HOSPITAL,201300,57 WATER STREET,BLUE HILL,ME,4614,2024,1,2024Q1,30,75296.0,4994687.0,4.04,12.06,35.02
4118,4,ED,All Drugs and COVID-19,Age,16-34 Years,14,2024-02-01,2024-02-29,2.928146948,Percent,ADENA PIKE MEDICAL CENTER,361334,100 DAWN LANE,WAVERLY,OH,45690,2024,2,2024Q1,28,68786.0,5014783.0,3.97,12.11,34.89
4119,4,ED,All Opioids and COVID-19,Age,16-34 Years,14,2024-02-01,2024-02-29,0.682593857,Percent,INCLINE VILLAGE COMMUNITY HOSPITAL,291301,880 ALDER STREET,INCLINE VILLAGE,NV,89451,2024,2,2024Q1,28,78254.0,5003532.0,4.06,11.99,35.06
4120,4,ED,Stimulants and COVID-19,Age,16-34 Years,14,2024-02-01,2024-02-29,1.167315175,Percent,EASTSIDE PSYCHIATRIC HOSPITAL,104059,"2634B CAPITAL CIRCLE NE, 2ND FLR",TALLAHASSEE,FL,32308,2024,2,2024Q1,28,75388.0,5001046.0,3.92,11.93,34.88
4121,4,ED,Cannabis and COVID-19,Age,16-34 Years,14,2024-02-01,2024-02-29,1.963746224,Percent,MERCY HOSPITAL - CASSVILLE,261317,94 MAIN STREET,CASSVILLE,MO,65625,2024,2,2024Q1,28,70301.0,4999377.0,3.95,12.05,35.02
4122,4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,14,2024-02-01,2024-02-29,0.0,Percent,PIONEER MEDICAL CENTER,271313,301 W 7TH AVE,BIG TIMBER,MT,59011,2024,2,2024Q1,28,72074.0,5023507.0,3.96,12.03,35.08
4123,4,ED,All Drugs and COVID-19,Age,16-34 Years,15,2024-03-01,2024-03-31,2.108944468,Percent,NORTON COUNTY HOSPITAL,171348,102 E HOLME STREET,NORTON,KS,67654,2024,3,2024Q1,30,71487.0,5005840.0,4.03,11.9,34.95
4124,4,ED,All Opioids and COVID-19,Age,16-34 Years,15,2024-03-01,2024-03-31,0.92879257,Percent,BAPTIST MEDICAL CENTER SOUTH,010023,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,2024,3,2024Q1,30,64049.0,4990740.0,4.06,12.09,35.11
4125,4,ED,Stimulants and COVID-19,Age,16-34 Years,15,2024-03-01,2024-03-31,0.632911392,Percent,CATHOLIC MEDICAL CENTER,300034,100 MCGREGOR STREET,MANCHESTER,NH,3102,2024,3,2024Q1,30,98013.0,5014660.0,3.97,12.02,35.02
4126,4,ED,Cannabis and COVID-19,Age,16-34 Years,15,2024-03-01,2024-03-31,1.081081081,Percent,CEDAR PARK REGIONAL MEDICAL CENTER,670043,1401 MEDICAL PARKWAY,CEDAR PARK,TX,78613,2024,3,2024Q1,30,77908.0,5021848.0,4.06,12.11,35.03
4127,4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,15,2024-03-01,2024-03-31,0.0,Percent,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,10057F,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,2024,3,2024Q1,30,75388.0,5001046.0,3.92,11.93,34.88
4128,4,ED,All Drugs and COVID-19,Age,16-34 Years,16,2024-04-01,2024-04-30,1.494264969,Percent,BUCHANAN COUNTY HEALTH CENTER,161335,1600 FIRST ST EAST,INDEPENDENCE,IA,50644,2024,4,2024Q2,29,73232.0,4981433.0,3.92,11.99,35.07
4129,4,ED,All Opioids and COVID-19,Age,16-34 Years,16,2024-04-01,2024-04-30,0.660066007,Percent,WILSON N JONES REGIONAL MEDICAL CENTER,450469,500 N HIGHLAND AVENUE,SHERMAN,TX,75092,2024,4,2024Q2,29,77908.0,5021848.0,4.06,12.11,35.03
4130,4,ED,Stimulants and COVID-19,Age,16-34 Years,16,2024-04-01,2024-04-30,1.230769231,Percent,WAMEGO HEALTH CENTER,171337,711 GENN DRIVE,WAMEGO,KS,66547,2024,4,2024Q2,29,71487.0,5005840.0,4.03,11.9,34.95
4131,4,ED,Cannabis and COVID-19,Age,16-34 Years,16,2024-04-01,2024-04-30,0.775193798,Percent,SUTTER SANTA ROSA REGIONAL HOSPITAL,050291,30 MARK WEST SPRINGS ROAD,SANTA ROSA,CA,95403,2024,4,2024Q2,29,97901.0,4989131.0,3.96,11.99,34.93
4132,4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,16,2024-04-01,2024-04-30,2.777777778,Percent,FAIRVIEW HOSPITAL,221302,29 LEWIS AVENUE,GREAT BARRINGTON,MA,1230,2024,4,2024Q2,29,102282.0,5001313.0,4.02,11.97,34.98
4132,4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,16,2024-04-01,2024-04-30,2.777777778,Percent,FAIRVIEW HOSPITAL,360077,18101 LORAIN AVENUE,CLEVELAND,OH,44111,2024,4,2024Q2,29,68786.0,5014783.0,3.97,12.11,34.89
4133,4,ED,All Drugs and COVID-19,Age,16-34 Years,17,2024-05-01,2024-05-31,1.428713166,Percent,SHANDS JACKSONVILLE,100001,655 W 8TH ST,JACKSONVILLE,FL,32209,2024,5,2024Q2,30,75388.0,5001046.0,3.92,11.93,34.88
4134,4,ED,All Opioids and COVID-19,Age,16-34 Years,17,2024-05-01,2024-05-31,1.408450704,Percent,MERCY HOSPITAL BOONEVILLE,041318,880 WEST MAIN,BOONEVILLE,AR,72927,2024,5,2024Q2,30,60233.0,4976162.0,4.05,11.94,34.96
4135,4,ED,Stimulants and COVID-19,Age,16-34 Years,17,2024-05-01,2024-05-31,0.320512821,Percent,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,140034,400 NORTH PLEASANT AVENUE,CENTRALIA,IL,62801,2024,5,2024Q2,30,81335.0,4994972.0,4.05,11.95,35.05
4136,4,ED,Cannabis and COVID-19,Age,16-34 Years,17,2024-05-01,2024-05-31,0.802139037,Percent,CHOCTAW NATION HEALTH SERVICES AUTHORITY,370172,1 CHOCTAW WAY,TALIHINA,OK,74571,2024,5,2024Q2,30,63248.0,4990612.0,4.08,12.01,34.86
4137,4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,17,2024-05-01,2024-05-31,0.0,Percent,MILLINOCKET REGIONAL HOSPITAL,201307,200 SOMERSET STREET,MILLINOCKET,ME,4462,2024,5,2024Q2,30,75296.0,4994687.0,4.04,12.06,35.02
4138,4,ED,All Drugs and COVID-19,Age,16-34 Years,18,2024-06-01,2024-06-30,1.453062931,Percent,ENLOE HEALTH,050039,1531 ESPLANADE,CHICO,CA,95926,2024,6,2024Q2,29,97901.0,4989131.0,3.96,11.99,34.93
4139,4,ED,All Opioids and COVID-19,Age,16-34 Years,18,2024-06-01,2024-06-30,0.34965035,Percent,MERCYONE DYERSVILLE MEDICAL CENTER,161378,1111 3RD STREET SW,DYERSVILLE,IA,52040,2024,6,2024Q2,29,73232.0,4981433.0,3.92,11.99,35.07
4140,4,ED,Stimulants and COVID-19,Age,16-34 Years,18,2024-06-01,2024-06-30,0.288184438,Percent,WEST SUBURBAN MEDICAL CENTER,140049,3 ERIE COURT,OAK PARK,IL,60302,2024,6,2024Q2,29,81335.0,4994972.0,4.05,11.95,35.05
4141,4,ED,Cannabis and COVID-19,Age,16-34 Years,18,2024-06-01,2024-06-30,0.56022409,Percent,SAN JOAQUIN GENERAL HOSPITAL,050167,500 W HOSPITAL ROAD,FRENCH CAMP,CA,95231,2024,6,2024Q2,29,97901.0,4989131.0,3.96,11.99,34.93
4142,4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,18,2024-06-01,2024-06-30,0.0,Percent,EL PASO CHILDREN'S HOSPITAL,453313,4845 ALAMEDA AVENUE,EL PASO,TX,79905,2024,6,2024Q2,29,77908.0,5021848.0,4.06,12.11,35.03
4143,4,ED,All Drugs and COVID-19,Age,16-34 Years,19,2024-07-01,2024-07-31,2.690166976,Percent,DOCTORS MEDICAL CENTER,050464,1441 FLORIDA AVENUE,MODESTO,CA,95350,2024,7,2024Q3,30,97901.0,4989131.0,3.96,11.99,34.93
4144,4,ED,All Opioids and COVID-19,Age,16-34 Years,19,2024-07-01,2024-07-31,1.320132013,Percent,"NEMOURS CHILDRENS HOSPITAL, FLORIDA",103304,6535 NEMOURS PKWY,ORLANDO,FL,32827,2024,7,2024Q3,30,75388.0,5001046.0,3.92,11.93,34.88
4145,4,ED,Stimulants and COVID-19,Age,16-34 Years,19,2024-07-01,2024-07-31,0.331125828,Percent,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,030024,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,2024,7,2024Q3,30,79498.0,4998877.0,4.06,12.04,35.15
4146,4,ED,Cannabis and COVID-19,Age,16-34 Years,19,2024-07-01,2024-07-31,1.823281907,Percent,DAMERON HOSPITAL,050122,525 WEST ACACIA STREET,STOCKTON,CA,95203,2024,7,2024Q3,30,97901.0,4989131.0,3.96,11.99,34.93
4147,4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,19,2024-07-01,2024-07-31,0.0,Percent,UNIVERSITY OF MD CAPITAL REGION MEDICAL CENTER,210003,901 NORTH HARRY S TRUMAN DRIVE,UPPER MARLBORO,MD,20774,2024,7,2024Q3,30,100599.0,5010828.0,4.0,12.05,34.91
4148,4,ED,All Drugs and COVID-19,Age,16-34 Years,20,2024-08-01,2024-08-31,3.049173288,Percent,LIFEBRITE COMMUNITY HOSPITAL OF STOKES,341317,1570 NC 8 & 89 HWY NORTH,DANBURY,NC,27016,2024,8,2024Q3,30,72889.0,4991531.0,4.07,11.99,35.17
4149,4,ED,All Opioids and COVID-19,Age,16-34 Years,20,2024-08-01,2024-08-31,0.914634146,Percent,NORTHEAST REGIONAL MEDICAL CENTER,260022,315 S OSTEOPATHY,KIRKSVILLE,MO,63501,2024,8,2024Q3,30,70301.0,4999377.0,3.95,12.05,35.02
4150,4,ED,Stimulants and COVID-19,Age,16-34 Years,20,2024-08-01,2024-08-31,1.204819277,Percent,ST HELENA PARISH HOSPITAL,191300,16874 HIGHWAY 43,GREENSBURG,LA,70441,2024,8,2024Q3,30,59669.0,4985818.0,4.07,11.91,35.05
4151,4,ED,Cannabis and COVID-19,Age,16-34 Years,20,2024-08-01,2024-08-31,0.840336134,Percent,CITIZENS BAPTIST MEDICAL CENTER,010101,604 STONE AVENUE,TALLADEGA,AL,35160,2024,8,2024Q3,30,64049.0,4990740.0,4.06,12.09,35.11
4152,4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,20,2024-08-01,2024-08-31,0.0,Percent,BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,450372,2400 N INTERSTATE HIGHWAY 35E,WAXAHACHIE,TX,75165,2024,8,2024Q3,30,77908.0,5021848.0,4.06,12.11,35.03
4153,4,ED,All Drugs and COVID-19,Age,16-34 Years,21,2024-09-01,2024-09-30,2.444058223,Percent,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,100050,1475 W 49TH ST,HIALEAH,FL,33012,2024,9,2024Q3,29,75388.0,5001046.0,3.92,11.93,34.88
4154,4,ED,All Opioids and COVID-19,Age,16-34 Years,21,2024-09-01,2024-09-30,0.689655172,Percent,MONTGOMERY COUNTY MEMORIAL HOSPITAL,161363,2301 EASTERN AVENUE,RED OAK,IA,51566,2024,9,2024Q3,29,73232.0,4981433.0,3.92,11.99,35.07
4155,4,ED,Stimulants and COVID-19,Age,16-34 Years,21,2024-09-01,2024-09-30,0.36101083,Percent,ADVENTHEALTH OCALA,100062,1500 SW 1ST AVE,OCALA,FL,34474,2024,9,2024Q3,29,75388.0,5001046.0,3.92,11.93,34.88
4156,4,ED,Cannabis and COVID-19,Age,16-34 Years,21,2024-09-01,2024-09-30,0.464396285,Percent,PRISMA HEALTH  PATEWOOD HOSPITAL,420102,175 PATEWOOD DRIVE,GREENVILLE,SC,29615,2024,9,2024Q3,29,68662.0,4976308.0,4.0,12.08,35.11
4157,4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,21,2024-09-01,2024-09-30,0.0,Percent,ST ANTHONY COMMUNITY HOSPITAL,330205,15 MAPLE AVENUE -19,WARWICK,NY,10990,2024,9,2024Q3,29,83427.0,5010819.0,4.0,11.91,34.9
4158,4,ED,All Drugs and COVID-19,Age,16-34 Years,22,2024-10-01,2024-10-31,1.798296351,Percent,HARRIS HEALTH,450289,2525 HOLLY HALL,HOUSTON,TX,77054,2024,10,2024Q4,30,77908.0,5021848.0,4.06,12.11,35.03
4159,4,ED,All Opioids and COVID-19,Age,16-34 Years,22,2024-10-01,2024-10-31,1.57480315,Percent,KENNEDY KRIEGER INSTITUTE,213301,707 NORTH  BROADWAY,BALTIMORE,MD,21205,2024,10,2024Q4,30,100599.0,5010828.0,4.0,12.05,34.91
4160,4,ED,Stimulants and COVID-19,Age,16-34 Years,22,2024-10-01,2024-10-31,0.657894737,Percent,ANAHEIM GLOBAL MEDICAL CENTER,050744,1025 S ANAHEIM BLVD,ANAHEIM,CA,92805,2024,10,2024Q4,30,97901.0,4989131.0,3.96,11.99,34.93
4161,4,ED,Cannabis and COVID-19,Age,16-34 Years,22,2024-10-01,2024-10-31,0.970873786,Percent,CLAXTON-HEPBURN MEDICAL CENTER,330211,214 KING STREET,OGDENSBURG,NY,13669,2024,10,2024Q4,30,83427.0,5010819.0,4.0,11.91,34.9
4162,4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,22,2024-10-01,2024-10-31,4.347826087,Percent,KAISER FOUNDATION HOSPITAL - SAN MARCOS,050855,360 RUSH DR,SAN MARCOS,CA,92078,2024,10,2024Q4,30,97901.0,4989131.0,3.96,11.99,34.93
4163,4,ED,All Drugs and COVID-19,Age,16-34 Years,23,2024-11-01,2024-11-30,1.806825786,Percent,ORLANDO HEALTH SOUTH LAKE HOSPITAL,100051,1900 DON WICKHAM DR,CLERMONT,FL,34711,2024,11,2024Q4,29,75388.0,5001046.0,3.92,11.93,34.88
4164,4,ED,All Opioids and COVID-19,Age,16-34 Years,23,2024-11-01,2024-11-30,1.785714286,Percent,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,171380,629 SOUTH PLUMMER,CHANUTE,KS,66720,2024,11,2024Q4,29,71487.0,5005840.0,4.03,11.9,34.95
4165,4,ED,Stimulants and COVID-19,Age,16-34 Years,23,2024-11-01,2024-11-30,1.034482759,Percent,FORKS COMMUNITY HOSPITAL,501325,530 BOGACHIEL WAY,FORKS,WA,98331,2024,11,2024Q4,29,96670.0,4976952.0,4.04,11.9,34.88
4166,4,ED,Cannabis and COVID-19,Age,16-34 Years,23,2024-11-01,2024-11-30,0.431654676,Percent,BAPTIST MEDICAL CENTER-LEAKE,251315,1100 HIGHWAY 16 EAST,CARTHAGE,MS,39051,2024,11,2024Q4,29,55364.0,5013043.0,4.03,11.92,34.92
4167,4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,23,2024-11-01,2024-11-30,2.43902439,Percent,PULASKI MEMORIAL HOSPITAL,151305,616 E 13TH ST,WINAMAC,IN,46996,2024,11,2024Q4,29,70390.0,4975040.0,3.93,11.93,35.05
4168,4,ED,All Drugs and COVID-19,Age,16-34 Years,24,2024-12-01,2024-12-31,2.226304982,Percent,OLIVIA HOSPITAL & CLINIC,241306,100 HEALTHY WAY,OLIVIA,MN,56277,2024,12,2024Q4,30,87067.0,5000357.0,4.01,12.09,34.91
4169,4,ED,All Opioids and COVID-19,Age,16-34 Years,24,2024-12-01,2024-12-31,0.420168067,Percent,MOUNTAINVIEW HOSPITAL,290039,3100 N TENAYA WAY,LAS VEGAS,NV,89128,2024,12,2024Q4,30,78254.0,5003532.0,4.06,11.99,35.06
4170,4,ED,Stimulants and COVID-19,Age,16-34 Years,24,2024-12-01,2024-12-31,0.0,Percent,MADISON STATE HOSPITAL,154019,711 GREEN RD,MADISON,IN,47250,2024,12,2024Q4,30,70390.0,4975040.0,3.93,11.93,35.05
4171,4,ED,Cannabis and COVID-19,Age,16-34 Years,24,2024-12-01,2024-12-31,0.613496933,Percent,TERRE HAUTE REGIONAL HOSPITAL,150046,3901 S SEVENTH ST,TERRE HAUTE,IN,47802,2024,12,2024Q4,30,70390.0,4975040.0,3.93,11.93,35.05
4172,4,ED,All Drugs and COVID-19,Age,35-54 Years,1,2023-01-01,2023-01-31,4.849653596,Percent,COMMUNITY HOSPITAL OF ANACONDA,271335,401 W PENNSYLVANIA,ANACONDA,MT,59711,2023,1,2023Q1,30,70804.0,5014676.0,3.92,12.01,35.07
4173,4,ED,All Opioids and COVID-19,Age,35-54 Years,1,2023-01-01,2023-01-31,2.373417722,Percent,HCA FLORIDA BLAKE HOSPITAL,100213,2020 59TH ST W,BRADENTON,FL,34209,2023,1,2023Q1,30,73311.0,5001635.0,3.94,12.02,35.1
4174,4,ED,Stimulants and COVID-19,Age,35-54 Years,1,2023-01-01,2023-01-31,2.256944444,Percent,ASHLAND HEALTH CENTER,171304,625 SOUTH KENTUCKY,ASHLAND,KS,67831,2023,1,2023Q1,30,70333.0,4998042.0,3.96,12.1,35.16
4175,4,ED,Cannabis and COVID-19,Age,35-54 Years,1,2023-01-01,2023-01-31,2.891566265,Percent,M HEALTH FAIRVIEW SOUTHDALE HOSPITAL,240078,6401 FRANCE AVENUE SOUTH,EDINA,MN,55435,2023,1,2023Q1,30,85086.0,4985240.0,3.98,12.07,34.96
4176,4,ED,Benzodiazepine and COVID-19,Age,35-54 Years,1,2023-01-01,2023-01-31,6.172839506,Percent,GADSDEN REGIONAL MEDICAL CENTER,010040,1007 GOODYEAR AVENUE,GADSDEN,AL,35903,2023,1,2023Q1,30,62212.0,4977698.0,3.92,11.89,35.03
4177,4,ED,All Drugs and COVID-19,Age,35-54 Years,2,2023-02-01,2023-02-28,3.445264746,Percent,AUGUSTA VA MEDICAL CENTER,11030F,1 FREEDOM WAY,AUGUSTA,GA,30904,2023,2,2023Q1,27,74632.0,4995498.0,4.03,12.02,35.12
4178,4,ED,All Opioids and COVID-19,Age,35-54 Years,2,2023-02-01,2023-02-28,1.658374793,Percent,BLUFFTON REGIONAL MEDICAL CENTER,150075,303 S MAIN ST,BLUFFTON,IN,46714,2023,2,2023Q1,27,69477.0,5005971.0,4.07,12.11,34.88
4179,4,ED,Stimulants and COVID-19,Age,35-54 Years,2,2023-02-01,2023-02-28,1.359223301,Percent,MAGNOLIA REGIONAL HEALTH CENTER,250009,611 ALCORN DRIVE,CORINTH,MS,38834,2023,2,2023Q1,27,54203.0,5022389.0,3.92,11.93,35.01
4180,4,ED,Cannabis and COVID-19,Age,35-54 Years,2,2023-02-01,2023-02-28,1.530612245,Percent,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,031315,118 SOUTH MOUNTAIN AVENUE,SPRINGERVILLE,AZ,85938,2023,2,2023Q1,27,77315.0,4997635.0,4.04,12.04,34.92
4181,4,ED,Benzodiazepine and COVID-19,Age,35-54 Years,2,2023-02-01,2023-02-28,1.234567901,Percent,PULLMAN REGIONAL HOSPITAL,501331,835 S BISHOP BLVD,PULLMAN,WA,99163,2023,2,2023Q1,27,94605.0,4984009.0,4.02,11.99,34.98
4182,4,ED,All Drugs and COVID-19,Age,35-54 Years,3,2023-03-01,2023-03-31,3.014685117,Percent,VA CENTRAL IOWA HEALTHCARE SYSTEM,16003F,3600 30TH STREET,DES MOINES,IA,50310,2023,3,2023Q1,30,71433.0,4977623.0,4.07,11.96,34.95
4183,4,ED,All Opioids and COVID-19,Age,35-54 Years,3,2023-03-01,2023-03-31,1.654135338,Percent,ALLEN PARISH HOSPITAL,190133,108 6TH AVENUE,KINDER,LA,70648,2023,3,2023Q1,30,58229.0,4985783.0,4.0,11.99,35.13
4184,4,ED,Stimulants and COVID-19,Age,35-54 Years,3,2023-03-01,2023-03-31,1.459854015,Percent,NORTHERN LOUISIANA MEDICAL CENTER,190086,401 EAST VAUGHN AVENUE,RUSTON,LA,71270,2023,3,2023Q1,30,58229.0,4985783.0,4.0,11.99,35.13
4185,4,ED,Cannabis and COVID-19,Age,35-54 Years,3,2023-03-01,2023-03-31,0.511508951,Percent,"PINEVILLE COMMUNITY HEALTH CENTER, INC",180154,850 RIVERVIEW AVENUE,PINEVILLE,KY,40977,2023,3,2023Q1,30,61118.0,5003166.0,4.06,11.95,35.07
4186,4,ED,Benzodiazepine and COVID-19,Age,35-54 Years,3,2023-03-01,2023-03-31,1.333333333,Percent,MADISON HOSPITAL,241372,820 THIRD AVENUE,MADISON,MN,56256,2023,3,2023Q1,30,85086.0,4985240.0,3.98,12.07,34.96
4187,4,ED,All Drugs and COVID-19,Age,35-54 Years,4,2023-04-01,2023-04-30,2.162282657,Percent,MOHAWK VALLEY PSYCHIATRIC CENTER,334021,1400 NOYES ST,UTICA,NY,13502,2023,4,2023Q2,29,82095.0,5003284.0,3.93,11.92,35.17
4188,4,ED,All Opioids and COVID-19,Age,35-54 Years,4,2023-04-01,2023-04-30,0.972447326,Percent,"CAMC GREENBRIER VALLEY MEDICAL CENTER, INC",510002,1320 MAPLEWOOD AVENUE,RONCEVERTE,WV,24970,2023,4,2023Q2,29,55948.0,5014845.0,3.97,11.93,35.15
4189,4,ED,Stimulants and COVID-19,Age,35-54 Years,4,2023-04-01,2023-04-30,1.145038168,Percent,FALMOUTH HOSPITAL,220135,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,2023,4,2023Q2,29,99858.0,5022434.0,4.05,11.95,34.94
4190,4,ED,Cannabis and COVID-19,Age,35-54 Years,4,2023-04-01,2023-04-30,1.282051282,Percent,HENRY FORD ALLEGIANCE HEALTH,230092,205 N EAST AVE,JACKSON,MI,49201,2023,4,2023Q2,29,69183.0,5013349.0,4.02,11.96,35.04
4191,4,ED,Benzodiazepine and COVID-19,Age,35-54 Years,4,2023-04-01,2023-04-30,1.298701299,Percent,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,061322,1000 RUSH DR,SALIDA,CO,81201,2023,4,2023Q2,29,92911.0,5019895.0,3.98,12.04,34.88
4192,4,ED,All Drugs and COVID-19,Age,35-54 Years,5,2023-05-01,2023-05-31,1.953593342,Percent,TANNER MEDICAL CENTER VILLA RICA,110015,601 DALLAS HIGHWAY,VILLA RICA,GA,30180,2023,5,2023Q2,30,74632.0,4995498.0,4.03,12.02,35.12
4193,4,ED,All Opioids and COVID-19,Age,35-54 Years,5,2023-05-01,2023-05-31,0.899550225,Percent,SANFORD BAGLEY MEDICAL CENTER,241328,203 4TH STREET NORTHWEST,BAGLEY,MN,56621,2023,5,2023Q2,30,85086.0,4985240.0,3.98,12.07,34.96
4194,4,ED,Stimulants and COVID-19,Age,35-54 Years,5,2023-05-01,2023-05-31,1.512605042,Percent,HEMET GLOBAL MEDICAL CENTER,050390,1117 EAST DEVONSHIRE,HEMET,CA,92543,2023,5,2023Q2,30,95521.0,4977549.0,4.0,11.91,35.07
4195,4,ED,Cannabis and COVID-19,Age,35-54 Years,5,2023-05-01,2023-05-31,1.814058957,Percent,BETH ISRAEL DEACONESS MEDICAL CENTER,220086,330 BROOKLINE AVENUE,BOSTON,MA,2215,2023,5,2023Q2,30,99858.0,5022434.0,4.05,11.95,34.94
4196,4,ED,Benzodiazepine and COVID-19,Age,35-54 Years,5,2023-05-01,2023-05-31,0.0,Percent,KITTSON HEALTHCARE,241336,1010 SOUTH BIRCH AVENUE,HALLOCK,MN,56728,2023,5,2023Q2,30,85086.0,4985240.0,3.98,12.07,34.96
4197,4,ED,All Drugs and COVID-19,Age,35-54 Years,6,2023-06-01,2023-06-30,1.791175186,Percent,MEADOWWOOD BEHAVIORAL HEALTH SYSTEM,084003,575 SOUTH DUPONT HIGHWAY,NEW CASTLE,DE,19720,2023,6,2023Q2,29,82174.0,5013839.0,3.94,12.01,34.87
4198,4,ED,All Opioids and COVID-19,Age,35-54 Years,6,2023-06-01,2023-06-30,0.606980273,Percent,AVERA MERRILL PIONEER HOSPITAL,161321,1100 S 10TH AVE,ROCK RAPIDS,IA,51246,2023,6,2023Q2,29,71433.0,4977623.0,4.07,11.96,34.95
4199,4,ED,Stimulants and COVID-19,Age,35-54 Years,6,2023-06-01,2023-06-30,1.092896175,Percent,WESTERN MARYLAND REGIONAL MEDICAL CENTER,210027,12500 WILLOWBROOK ROAD,CUMBERLAND,MD,21502,2023,6,2023Q2,29,98678.0,4996034.0,4.02,11.94,35.1
4200,4,ED,Cannabis and COVID-19,Age,35-54 Years,6,2023-06-01,2023-06-30,1.459854015,Percent,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,151306,642 W HOSPITAL RD,PAOLI,IN,47454,2023,6,2023Q2,29,69477.0,5005971.0,4.07,12.11,34.88
4201,4,ED,Benzodiazepine and COVID-19,Age,35-54 Years,6,2023-06-01,2023-06-30,0.0,Percent,FORT LOUDOUN MEDICAL CENTER,440110,550 FORT LOUDON MEDICAL CENTER DR,LENOIR CITY,TN,37772,2023,6,2023Q2,29,67631.0,4985157.0,3.94,11.94,35.1
4202,4,ED,All Drugs and COVID-19,Age,35-54 Years,7,2023-07-01,2023-07-31,1.934720579,Percent,UT HEALTH EAST TEXAS HENDERSON HOSPITAL,450475,300 WILSON STREET,HENDERSON,TX,75652,2023,7,2023Q3,30,75780.0,4981069.0,3.92,11.93,35.05
4203,4,ED,All Opioids and COVID-19,Age,35-54 Years,7,2023-07-01,2023-07-31,0.411522634,Percent,BEAUREGARD MEMORIAL HOSPITAL,190050,600 S PINE STREET,DERIDDER,LA,70634,2023,7,2023Q3,30,58229.0,4985783.0,4.0,11.99,35.13
4204,4,ED,Stimulants and COVID-19,Age,35-54 Years,7,2023-07-01,2023-07-31,1.125401929,Percent,LOGAN HEALTH - SHELBY,271328,640 PARK AVE,SHELBY,MT,59474,2023,7,2023Q3,30,70804.0,5014676.0,3.92,12.01,35.07
4205,4,ED,Cannabis and COVID-19,Age,35-54 Years,7,2023-07-01,2023-07-31,0.683371298,Percent,HCA HOUSTON HEALTHCARE TOMBALL,450670,605 HOLDERRIETH,TOMBALL,TX,77375,2023,7,2023Q3,30,75780.0,4981069.0,3.92,11.93,35.05
4206,4,ED,Benzodiazepine and COVID-19,Age,35-54 Years,7,2023-07-01,2023-07-31,0.0,Percent,MERCY MEDICAL CENTER - CEDAR RAPIDS,160079,701 10TH STREET SE,CEDAR RAPIDS,IA,52403,2023,7,2023Q3,30,71433.0,4977623.0,4.07,11.96,34.95
4207,4,ED,All Drugs and COVID-19,Age,35-54 Years,8,2023-08-01,2023-08-31,2.950059704,Percent,TAYLORVILLE MEMORIAL HOSPITAL,141339,201 EAST PLEASANT STREET,TAYLORVILLE,IL,62568,2023,8,2023Q3,30,80306.0,5019028.0,4.0,12.06,35.0
