Hospital Name,Year,VALUE
LIMA MEMORIAL HEALTH SYSTEM,2023,2.396037323
LIMESTONE MEDICAL CENTER,2023,5.567928731
LINCOLN COUNTY HOSPITAL,2023,32.758117879000004
LINCOLN COUNTY MEDICAL CENTER,2023,0.051646223
LINCOLN COUNTY MEDICAL CENTER,2024,36.36363636
LINCOLN HEALTH HOSPITAL,2023,0.135317997
LINCOLN HEALTH HOSPITAL,2024,6.349206349
LINCOLN HOSPITAL,2023,0.404999209
LINCOLN MEDICAL & MENTAL HEALTH CENTER,2023,1.034048216
LINCOLN MEDICAL CENTER,2023,0.006148549
LINCOLN REGIONAL CENTER,2023,49.46546053
LINCOLN SURGICAL HOSPITAL,2023,29.51388889
LINCOLN SURGICAL HOSPITAL,2024,2.922952586
LINCOLN TRAIL BEHAVIORAL HEALTH SYSTEM,2023,28.675739636
LINCOLNHEALTH,2023,6.0192310639999995
LINDEN OAKS AT EDWARD,2023,2.145726549
LINDNER CENTER OF HOPE,2023,34.36426117
LINDSAY MUNICIPAL HOSPITAL,2023,4.769057454
LINDSBORG COMMUNITY HOSPITAL,2023,34.88372093
LINDSBORG COMMUNITY HOSPITAL,2024,12.61261261
LINTON HOSPITAL - CAH,2023,1.621621622
LISBON AREA HEALTH SERVICES,2023,2.740237691
LITTLE COLORADO MEDICAL CENTER,2023,9.150326797
LITTLE COLORADO MEDICAL CENTER,2024,0.084750396
LITTLE FALLS HOSPITAL,2023,11.53846154
LITTLE RIVER MEMORIAL HOSPITAL,2024,17.232648636
"LITTLETON ADVENTIST HOSPITAL, CENTURA HEALTH",2023,5.284695429
"LITTLETON ADVENTIST HOSPITAL, CENTURA HEALTH",2024,16.98630137
LITTLETON REGIONAL HEALTHCARE,2023,1.231147205
LITTLETON REGIONAL HEALTHCARE,2024,2.666666667
LIVINGSTON HEALTHCARE,2023,10.41666667
LIVINGSTON HEALTHCARE,2024,8.664259928
"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC",2023,3.925619835
"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC",2024,5.103185285
LIVINGSTON REGIONAL HOSPITAL,2024,0.445822159
LMH,2024,17.708988407
LODI COMMUNITY HOSPITAL,2023,0.265114578
LOGAN COUNTY HOSPITAL,2023,28.05178792
LOGAN COUNTY HOSPITAL,2024,0.643057694
LOGAN HEALTH - CHESTER,2023,0.777653983
LOGAN HEALTH - CHESTER,2024,34.12698413
LOGAN HEALTH - SHELBY,2023,9.137271365
LOGAN HEALTH - WHITEFISH,2024,2.075726843
LOGAN HEALTH MEDICAL CENTER,2024,17.608016942
LOGAN MEMORIAL HOSPITAL,2024,8.571421443
LOGAN REGIONAL HOSPITAL,2024,2.173913043
LOGAN REGIONAL MEDICAL CENTER,2023,40.87591241
LOMA LINDA UNIVERSITY BEHAVIORAL MED CTR,2023,7.763868644
LOMA LINDA UNIVERSITY BEHAVIORAL MED CTR,2024,0.581395349
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,2023,41.86046512
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,2024,1.897077392
LOMA LINDA UNIVERSITY MEDICAL CENTER,2023,12.24489796
LOMA LINDA UNIVERSITY MEDICAL CENTER,2024,29.22077922
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,2023,8.461105954
LOMA LINDA VA MEDICAL CENTER,2023,13.317950949
LOMPOC VALLEY MEDICAL CENTER,2023,34.97191011
LOMPOC VALLEY MEDICAL CENTER,2024,27.53256503
LONE PEAK HOSPITAL,2024,0.75152207
LONE STAR BEHAVIORAL HEALTH CYPRESS,2023,10.06339942
LONESOME PINE HOSPITAL,2023,13.25301205
LONG ISLAND COMMUNITY HOSPITAL,2024,16.4
LONG ISLAND JEWISH MEDICAL CENTER,2024,1.647058824
LONGLEAF HOSPITAL,2023,4.6875
LONGLEAF HOSPITAL,2024,5.379165573
LONGMONT UNITED HOSPITAL,2023,40.77669903
LONGMONT UNITED HOSPITAL,2024,0.0
LONGS PEAK HOSPITAL,2023,1.400560224
LONGVIEW REGIONAL MEDICAL CENTER,2023,6.273062731
LORETTO HOSPITAL,2024,45.284938939999996
LORING HOSPITAL,2023,2.64865813
LORING HOSPITAL,2024,0.568808496
LOS ALAMOS MEDICAL CENTER,2023,3.816793893
LOS ALAMOS MEDICAL CENTER,2024,29.80529771
LOS ANGELES COMMUNITY HOSPITAL,2023,30.88235294
LOS ANGELES COMMUNITY HOSPITAL,2024,3.530417786
LOS ANGELES GENERAL MEDICAL CENTER,2023,1.234567901
LOS ANGELES GENERAL MEDICAL CENTER,2024,2.706185567
LOS ROBLES HOSPITAL & MEDICAL CENTER,2024,14.563367068
LOST RIVERS MEDICAL CENTER,2023,0.045489007
LOST RIVERS MEDICAL CENTER,2024,11.51515152
LOUIS A WEISS MEMORIAL HOSPITAL,2023,2.732240437
LOUIS A WEISS MEMORIAL HOSPITAL,2024,0.0
LOUIS STOKES CLEVELAND VA MEDICAL CENTER,2023,3.420523139
LOUISIANA BEHAVIORAL HEALTH,2023,18.21305842
LOUISIANA BEHAVIORAL HEALTH,2024,0.891949246
LOUISVILLE VA MEDICAL CENTER,2023,13.79310345
LOUISVILLE VA MEDICAL CENTER,2024,5.135951662
LOURDES COUNSELING CENTER,2023,4.277456647
LOURDES MEDICAL CENTER,2024,22.64150943
LOVELACE MEDICAL CENTER,2023,11.36363636
LOVELACE MEDICAL CENTER,2024,0.980392157
LOVELACE REGIONAL HOSPITAL - ROSWELL,2024,28.242454328
LOVELACE WESTSIDE HOSPITAL,2023,5.020920502
LOVELACE WESTSIDE HOSPITAL,2024,0.705882353
LOVELACE WOMEN'S HOSPITAL,2023,27.51132345
LOWELL GENERAL HOSPITAL,2023,14.750945044
LOWER BUCKS HOSPITAL,2024,1.657900755
LOWER KEYS MEDICAL CENTER,2023,38.31521739
LOWER KEYS MEDICAL CENTER,2024,0.754716981
LOWER UMPQUA HOSPITAL DISTRICT,2024,0.304035379
LOYOLA GOTTLIEB MEMORIAL HOSPITAL,2023,30.986674158
LOYOLA UNIVERSITY MEDICAL CENTER,2023,21.80310326
LOYOLA UNIVERSITY MEDICAL CENTER,2024,3.174603175
LUBBOCK HEART HOSPITAL LP,2023,42.70939996
LUCAS COUNTY HEALTH CENTER,2023,0.970873786
LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,2024,50.17148075
"LUMINIS HEALTH ANNE ARUNDEL MEDICAL CENTER, INC",2024,21.88014329
"LUMINIS HEALTH DOCTORS COMMUNITY MEDICAL CTR, INC",2023,27.44318182
"LUMINIS HEALTH DOCTORS COMMUNITY MEDICAL CTR, INC",2024,8.333333333
LUMINIS HEALTH J KENT MCNEW FAMILY MEDICAL CENTER,2023,1.716738197
LUMINIS HEALTH J KENT MCNEW FAMILY MEDICAL CENTER,2024,4.04494382
LUTHERAN HOSPITAL,2024,1.604668125
LUTHERAN HOSPITAL OF INDIANA,2023,1.45688469
LUTHERAN MEDICAL CENTER,2024,59.4585444
LYNN COUNTY HOSPITAL DISTRICT,2023,13.52236925
M HEALTH FAIRVIEW RIDGES HOSPITAL,2024,16.307148835
M HEALTH FAIRVIEW SOUTHDALE HOSPITAL,2023,33.546973185
M HEALTH FAIRVIEW ST JOHN'S HOSPITAL,2023,22.729330877
M HEALTH FAIRVIEW UNIVERSITY OF MN,2023,1.495911496
M HEALTH FAIRVIEW UNIVERSITY OF MN,2024,10.86956522
M HEALTH FAIRVIEW WOODWINDS HOSPITAL,2023,33.86243386
M HEALTH FAIRVIEW WOODWINDS HOSPITAL,2024,3.125
MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,2024,41.700404863
MACNEAL  HOSPITAL,2024,11.15245739
MACON COMMUNITY HOSPITAL,2023,4.819568903
MACON COUNTY SAMARITAN MEMORIAL HOSPITAL,2023,42.52873563
MACON COUNTY SAMARITAN MEMORIAL HOSPITAL,2024,11.23348018
MAD RIVER COMMUNITY HOSPITAL,2024,10.274553012999998
MADDEN MENTAL HEALTH CENTER,2023,2.81124498
MADDEN MENTAL HEALTH CENTER,2024,0.0
MADELIA HEALTH,2024,4.863853669
MADISON COUNTY HEALTH CARE SYSTEM,2023,14.538230904
MADISON COUNTY MEMORIAL HOSPITAL,2023,0.42662116
MADISON COUNTY MEMORIAL HOSPITAL,2024,9.375
MADISON HEALTH,2024,1.902748414
MADISON HOSPITAL,2023,1.333333333
MADISON HOSPITAL,2024,11.68831169
MADISON MEDICAL CENTER,2024,14.467363238
MADISON MEMORIAL HOSPITAL,2024,3.3679465850000003
MADISON PARISH HOSPITAL,2023,4.217687075
MADISON PARISH HOSPITAL,2024,2.752293578
MADISON REGIONAL HEALTH SYSTEM,2023,1.223215673
MADISON ST JOSEPH HEALTH CENTER,2024,2.325581395
MADISON STATE HOSPITAL,2023,2.716390424
MADISON STATE HOSPITAL,2024,0.0
MADISON VA MEDICAL CENTER,2024,1.724137931
MADISON VALLEY MEDICAL CENTER,2023,2.106318957
MADISON VALLEY MEDICAL CENTER,2024,8.450704225
MAGEE GENERAL HOSPITAL,2023,0.672043011
MAGEE GENERAL HOSPITAL,2024,0.818889041
MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,2023,0.0
MAGNOLIA HOSPITAL,2023,0.940897903
MAGNOLIA HOSPITAL,2024,2.63599329
MAGNOLIA REGIONAL HEALTH CENTER,2023,1.359223301
MAGNOLIA REGIONAL HEALTH CENTER,2024,19.20731707
MAGRUDER HOSPITAL,2024,4.379562044
MAHASKA  HEALTH PARTNERSHIP,2023,2.816901408
MAHASKA  HEALTH PARTNERSHIP,2024,0.393700787
MAIMONIDES MEDICAL CENTER,2023,0.877192982
MAIN LINE HOSPITAL LANKENAU,2024,14.37908497
MAINE GENERAL MEDICAL CENTER,2023,0.481074026
MAINE GENERAL MEDICAL CENTER,2024,1.416171768
MAINE MEDICAL CENTER,2023,11.278873701
MAINEHEALTH BEHAVIORAL HEALTH AT SPRING HARBOR,2024,0.833194333
MAINEHEALTH FRANKLIN HOSPITAL,2023,145253.0
MAINEHEALTH FRANKLIN HOSPITAL,2024,5.263157895
MAINEHEALTH STEPHENS HOSPITAL,2023,2.005012531
MAINEHEALTH STEPHENS HOSPITAL,2024,3.703703704
MAINEHEALTH WALDO HOSPITAL,2023,6.614416556
MAJOR HOSPITAL,2024,4.546335597
MALVERN BEHAVIORAL HEALTH,2023,1.743060039
MAMMOTH HOSPITAL,2023,4.520856821
MAMMOTH HOSPITAL,2024,1.128019248
MANATEE MEMORIAL HOSPITAL,2023,7.36196319
MANATEE MEMORIAL HOSPITAL,2024,28.0195258
MANATI MEDICAL CENTER DR OTERO LOPEZ,2023,0.713717838
MANCHESTER MEMORIAL HOSPITAL,2024,48.041534032
MANGUM REGIONAL MEDICAL CENTER,2024,2.547531688
MANHATTAN PSYCHIATRIC CENTER,2023,8.917197452
MANHATTAN SURGICAL HOSPITAL LLC,2023,0.0
MANHATTAN SURGICAL HOSPITAL LLC,2024,2.046724567
MANIILAQ HEALTH CENTER,2024,14.438376943
MANNING REGIONAL HEALTHCARE CENTER,2024,2.037719112
MAPLE GROVE HOSPITAL,2023,43.89721627
MAPLE GROVE HOSPITAL,2024,35.48387097
MAPLE HEIGHTS BEHAVIORAL HEALTH,2024,39.554889558
MARCUM AND WALLACE MEMORIAL HOSPITAL,2023,2.173913043
MARCUM AND WALLACE MEMORIAL HOSPITAL,2024,6.832298137
MARGARET MARY COMMUNITY HOSPITAL INC,2023,30.08392511
MARGARET MARY COMMUNITY HOSPITAL INC,2024,0.041993281
MARGARETVILLE MEMORIAL HOSPITAL,2023,0.870811287
MARIA PARHAM MEDICAL CENTER,2023,11.25244618
MARIAN CENTER,2024,0.194511775
MARIAN REGIONAL MEDICAL CENTER,2023,6.436904525
MARIETTA MEMORIAL HOSPITAL,2024,2.527559326
MARINERS HOSPITAL,2024,15.209260179000001
MARINHEALTH MEDICAL CENTER,2023,21.039833657
MARION COMMUNTIY HOSPITAL,2024,19.871680849
MARION GENERAL HOSPITAL,2023,5.879011644
MARION GENERAL HOSPITAL,2024,5.660377359
MARION IL VA MEDICAL CENTER,2024,3.5981801239999998
MARION REGIONAL MEDICAL CENTER,2023,17.69115442
MARION REGIONAL MEDICAL CENTER,2024,0.491631799
MARK TWAIN MEDICAL CENTER,2023,30.735644661
MARLETTE REGIONAL HOSPITAL,2024,1.039834967
MARSHALL BROWNING HOSPITAL,2023,0.583941606
MARSHALL BROWNING HOSPITAL,2024,2.127659574
MARSHALL COUNTY HEALTHCARE CENTER - CAH,2023,28.77697842
MARSHALL COUNTY HOSPITAL,2023,16.263293926
MARSHALL MEDICAL CENTER,2023,7.266435986
MARSHALL MEDICAL CENTER,2024,70.7368421
MARSHALL MEDICAL CENTERS,2023,0.0
MARSHALL MEDICAL CENTERS,2024,0.0
MARSHFIELD MEDICAL CENTER,2024,44.26229508
MARSHFIELD MEDICAL CENTER - BEAVER DAM (MMC-BD),2023,0.0
MARSHFIELD MEDICAL CENTER - EAU CLAIRE,2024,1.538461538
MARSHFIELD MEDICAL CENTER - LADYSMITH,2024,7.462686567
MARSHFIELD MEDICAL CENTER - MINOCQUA,2024,0.324564056
MARSHFIELD MEDICAL CENTER - NEILLSVILLE,2023,1.503759398
MARSHFIELD MEDICAL CENTER - RICE LAKE,2023,9.285714286
MARSHFIELD MEDICAL CENTER - RIVER REGION,2023,3.888888889
MARSHFIELD MEDICAL CENTER - WESTON,2024,22.36614255
MARTHA'S VINEYARD HOSPITAL INC,2023,2.816901408
MARTHA'S VINEYARD HOSPITAL INC,2024,1.666666667
MARTIN COUNTY HOSPITAL DISTRICT,2023,2.13864818
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",2023,13.690642673
MARTINSBURG VA MEDICAL CENTER,2024,0.0
MARY BRECKINRIDGE ARH HOSPITAL,2024,17.175061637
MARY BRIDGE CHILDREN'S HOSPITAL,2024,0.648987837
MARY GREELEY MEDICAL CENTER,2023,4.166666667
MARY GREELEY MEDICAL CENTER,2024,15.89403974
MARY HITCHCOCK MEMORIAL HOSPITAL,2023,51.89393939
MARY HITCHCOCK MEMORIAL HOSPITAL,2024,1.854974705
MARY IMMACULATE HOSPITAL,2023,4.567307692
MARY LANNING HEALTHCARE,2023,1.686885414
MARY RUTAN HOSPITAL,2023,15.71428571
MARY S HARPER GERIATRIC PSYCHIATRY CENTER,2023,1.945525292
MARY S HARPER GERIATRIC PSYCHIATRY CENTER,2024,18.43575419
MARY WASHINGTON HOSPITAL,2023,0.277578517
MARYLAND HEIGHTS CENTER FOR BEHAVIORAL HEALTH,2023,46.59498208
MARYLAND HEIGHTS CENTER FOR BEHAVIORAL HEALTH,2024,1.507599032
MARYMOUNT HOSPITAL,2024,0.611229566
MASON DISTRICT HOSPITAL,2023,7.33063557
MASON GENERAL HOSPITAL & FAMILY OF CLINICS,2023,3.773584906
MASONICARE HEALTH CENTER,2023,0.638766269
MASONICARE HEALTH CENTER,2024,3.333333333
MASSAC MEMORIAL HOSPITAL,2023,33.33333333
MASSAC MEMORIAL HOSPITAL,2024,7.826086957
MASSACHUSETTS EYE AND EAR INFIRMARY -,2023,56647.490196078
MASSACHUSETTS GENERAL HOSPITAL,2023,43.80165289
MASSACHUSETTS GENERAL HOSPITAL,2024,1.306532663
MAT-SU REGIONAL MEDICAL CENTER,2023,32.436719962
MATAGORDA REGIONAL MEDICAL CENTER,2023,48.7804878
MAUI MEMORIAL MEDICAL CENTER,2023,6.153846154
MAUI MEMORIAL MEDICAL CENTER,2024,2.27173913
MAURY REGIONAL HOSPITAL,2023,41.32653061
MAYAGUEZ MEDICAL CENTER DR RAMON EMETERIO BETANCES,2023,3.083700441
MAYERS MEMORIAL HOSPITAL,2023,53.54330709
MAYERS MEMORIAL HOSPITAL,2024,1.34462821
MAYHILL HOSPITAL,2024,0.190114068
MAYO CLINIC,2024,9.302325581
MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN,2023,3.313145707
MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN,2024,3.433476395
MAYO CLINIC HEALTH SYSTEM - CANNON FALLS,2023,0.087822691
MAYO CLINIC HEALTH SYSTEM - CANNON FALLS,2024,3.902439024
MAYO CLINIC HEALTH SYSTEM - FAIRMONT,2023,0.676939575
MAYO CLINIC HEALTH SYSTEM - FAIRMONT,2024,4.166666667
MAYO CLINIC HEALTH SYSTEM - LAKE CITY,2023,18.08061765
MAYO CLINIC HEALTH SYSTEM - MANKATO,2023,26.83543181
MAYO CLINIC HEALTH SYSTEM - MANKATO,2024,9.090909091
MAYO CLINIC HEALTH SYSTEM - WASECA,2023,3.1813009080000003
MAYO CLINIC HEALTH SYSTEM CHIPPEWA VALLEY,2023,2.126530458
MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,2024,13.7195122
MAYO CLINIC HEALTH SYSTEM IN RED WING,2023,16.14409606
MAYO CLINIC HEALTH SYSTEM IN RED WING,2024,37.71929825
MAYO CLINIC HEALTH SYSTEM NEW PRAGUE,2023,1.5625
MAYO CLINIC HEALTH SYSTEM NEW PRAGUE,2024,11.08247423
MAYO CLINIC HEALTH SYSTEM OAKRIDGE,2024,29.56152758
MAYO CLINIC HEALTH SYSTEM ST. JAMES,2023,2.471169687
MAYO CLINIC HEALTH SYSTEM ST. JAMES,2024,25.68306011
MAYO CLINIC HEALTH SYSTEM-FRANCISCAN MEDICAL CENTER INC,2024,28.70977819
MAYO CLINIC HEALTH SYSTEM-NORTHLAND,2023,1.149425287
MAYO CLINIC HEALTH SYSTEM-RED CEDAR INC,2024,0.729927007
MAYO CLINIC HLTH SYSTM FRANCISCAN HLTHCARE SPARTA,2024,1.502962759
MAYO CLINIC HOSPITAL,2024,3.362385893
MAYO CLINIC HOSPITAL ROCHESTER,2024,18.361867842
MC CAMEY HOSPITAL,2024,9.411764706
MC DONOUGH DISTRICT HOSPITAL,2023,6.77830941
MCALESTER REGIONAL HEALTH CENTER,2023,1.255869995
MCBRIDE ORTHOPEDIC HOSPITAL,2024,6.060606061
MCCONE COUNTY HEALTH CENTER,2024,40.736021075
MCCULLOUGH-HYDE MEMORIAL HOSPITAL,2023,2.114164905
MCCURTAIN MEMORIAL HOSPITAL,2024,0.651963941
MCDOWELL ARH HOSPITAL,2023,7.418397626
MCDOWELL ARH HOSPITAL,2024,31.85483871
MCGEHEE HOSPITAL,2024,28.370359887
MCKAY-DEE HOSPITAL,2024,25.98425197
MCKENZIE COUNTY HEALTHCARE SYSTEMS INC,2024,20.22207268
MCKENZIE HEALTH SYSTEM,2023,3.533107944
MCKENZIE-WILLAMETTE MEDICAL CENTER,2024,22.5
MCLAREN BAY REGION,2023,26.0923277
MCLAREN BAY REGION,2024,15.78505458
MCLAREN CARO REGION,2023,2.0257862060000003
MCLAREN CENTRAL MICHIGAN,2024,3.761660874
MCLAREN FLINT,2023,0.0
MCLAREN FLINT,2024,1.761252446
MCLAREN GREATER LANSING,2024,51.052868509999996
MCLAREN LAPEER REGION,2023,6.111111111
MCLAREN LAPEER REGION,2024,1.03101023
MCLAREN MACOMB,2023,20.826598732
MCLAREN NORTHERN MICHIGAN,2024,14.214241042000001
MCLAREN OAKLAND,2023,7.266362415
MCLAREN PORT HURON,2024,13.795853265
MCLAREN THUMB REGION,2023,0.787401575
MCLAREN THUMB REGION,2024,2.127659574
MCLEAN HOSPITAL CORPORATION,2023,43.46784394
MCLEOD HEALTH CHERAW,2024,0.604863597
MCLEOD HEALTH CLARENDON,2024,5.769230769
MCLEOD LORIS  HOSPITAL,2023,0.632911392
MCLEOD MEDICAL CENTER - DILLON,2023,4.098170873
MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,2024,1.578947368
MCPHERSON HOSPITAL,2023,1.162790698
MCPHERSON HOSPITAL,2024,2.494783214
MEADE DISTRICT HOSPITAL,2023,21.867855206999998
MEADOWS PSYCHIATRIC CENTER,2023,3.053435115
MEADOWVIEW REGIONAL MEDICAL CENTER,2023,26.94188723
MEADOWVIEW REGIONAL MEDICAL CENTER,2024,0.0
MEADOWWOOD BEHAVIORAL HEALTH SYSTEM,2023,1.791175186
MEADOWWOOD BEHAVIORAL HEALTH SYSTEM,2024,30.41907514
MEADVILLE MEDICAL CENTER,2023,2.762430939
MEASE COUNTRYSIDE HOSPITAL,2023,2.855957403
MEASE COUNTRYSIDE HOSPITAL,2024,1.097156056
MEASE DUNEDIN HOSPITAL,2023,0.339591709
MEASE DUNEDIN HOSPITAL,2024,0.08697077
MEDICAL ARTS HOSPITAL,2024,6.4
MEDICAL BEHAVIORAL HOSPITAL - MISHAWAKA,2023,10.41666667
MEDICAL BEHAVIORAL HOSPITAL - MISHAWAKA,2024,0.0
"MEDICAL BEHAVIORAL HOSPITAL OF CLEAR LAKE, LLC",2024,0.609352232
MEDICAL CENTER BARBOUR,2023,41.1311054
MEDICAL CENTER BARBOUR,2024,0.015462642
MEDICAL CENTER ENTERPRISE,2023,1.369863014
MEDICAL CENTER ENTERPRISE,2024,1.470588235
MEDICAL CENTER HOSPITAL,2024,19.29133858
MEDICAL CENTER OF MCKINNEY,2023,40.03466205
MEDICAL CENTER OF THE ROCKIES,2024,45.256906182
MEDICAL CITY ALLIANCE,2024,0.589970501
MEDICAL CITY ARLINGTON,2024,0.064720431
MEDICAL CITY DALLAS HOSPITAL,2023,3.539823009
MEDICAL CITY DECATUR,2024,5.101481075
MEDICAL CITY DENTON,2024,3.601108033
MEDICAL CITY FORT WORTH,2023,1.559825454
MEDICAL CITY GREEN OAKS HOSPITAL,2023,1.19760479
MEDICAL CITY LAS COLINAS,2023,2.791461412
MEDICAL CITY LEWISVILLE,2024,8.484848485
MEDICAL CITY MENTAL HEALTH AND WELLNESS CENTER,2024,13.57142857
MEDICAL CITY NORTH HILLS,2024,46.58634538
MEDICAL CITY PLANO,2024,5.487804878
MEDICAL CITY WEATHERFORD,2023,4.268292683
MEDICAL COLLEGE OF VIRGINIA HOSPITALS,2024,0.0
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",2024,1.045036855
MEDICINE LODGE MEMORIAL HOSPITAL,2023,0.855975766
MEDICINE LODGE MEMORIAL HOSPITAL,2024,0.632911392
MEDINA HOSPITAL,2024,30.02001334
MEDINA MEMORIAL HOSPITAL,2024,0.586870479
MEDINA REGIONAL HOSPITAL,2024,4.719764012
MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,2024,2.6673230830000003
MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,2024,61.66883963
MEDSTAR GOOD SAMARITAN HOSPITAL,2024,13.9629436
MEDSTAR HARBOR HOSPITAL,2023,4.842258725
MEDSTAR MONTGOMERY MEDICAL CENTER,2024,30.447006476000002
MEDSTAR SAINT MARY'S HOSPITAL,2023,1.4903284890000001
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,2023,8.319668607
MEDSTAR UNION MEMORIAL HOSPITAL,2023,70.18887817
MEDSTAR WASHINGTON HOSPITAL CENTER,2023,2.815177479
MEDSTAR WASHINGTON HOSPITAL CENTER,2024,2.83106231
MEEKER MEMORIAL HOSPITAL,2024,6.304331535
MELBOURNE REGIONAL MEDICAL CENTER,2023,0.621118012
MELBOURNE REGIONAL MEDICAL CENTER,2024,24.05063291
MELISSA MEMORIAL HOSPITAL,2023,30.288089862
MELROSEWAKEFIELD HEALTHCARE,2023,1.156069364
MELROSEWAKEFIELD HEALTHCARE,2024,1.470588235
MEMORIAL CARE MILLER CHILDREN'S &  WOMEN'S HOSP LB,2024,14.519761544
MEMORIAL COMMUNITY HOSPITAL & HEALTH SYSTEM,2023,21.29963899
MEMORIAL COMMUNITY HOSPITAL & HEALTH SYSTEM,2024,1.797385621
MEMORIAL HEALTH CARE SYSTEMS,2023,17.014977415
MEMORIAL HEALTH MEADOWS HOSPITAL,2023,6.29065679
MEMORIAL HEALTHCARE,2023,12.251347834999999
"MEMORIAL HEALTHCARE SYSTEM, INC",2024,34.08408408
MEMORIAL HERMANN - TEXAS MEDICAL CENTER,2023,39.92395437
MEMORIAL HERMANN HOSPITAL SYSTEM,2023,6.842105263
MEMORIAL HERMANN KATY HOSPITAL,2024,4.761904762
MEMORIAL HERMANN MEMORIAL CITY HOSPITAL,2023,11.44578313
MEMORIAL HERMANN NORTHEAST HOSPITAL,2023,33.8317757
MEMORIAL HERMANN SUGAR LAND HOSPITAL,2023,0.935413101
MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD,2023,7.444668008
MEMORIAL HOSPITAL,2023,563.26530612
MEMORIAL HOSPITAL,2024,15.520155707999999
MEMORIAL HOSPITAL AND HEALTH CARE CENTER,2023,7.602253959
MEMORIAL HOSPITAL AND HEALTH CARE CENTER,2024,0.04401962
MEMORIAL HOSPITAL AND MANOR,2023,3.994500834
MEMORIAL HOSPITAL AT GULFPORT,2023,2.664267672
MEMORIAL HOSPITAL AT GULFPORT,2024,28.43141304
MEMORIAL HOSPITAL LOS BANOS,2023,21.44578313
MEMORIAL HOSPITAL LOS BANOS,2024,2.362204724
MEMORIAL HOSPITAL MIRAMAR,2023,5.983024906
MEMORIAL HOSPITAL MIRAMAR,2024,3.311978035
MEMORIAL HOSPITAL OF CARBON COUNTY,2023,2.695694546
MEMORIAL HOSPITAL OF CARBONDALE,2023,5.517241379
MEMORIAL HOSPITAL OF CARBONDALE,2024,3.990610329
MEMORIAL HOSPITAL OF CONVERSE COUNTY,2023,1.465201465
MEMORIAL HOSPITAL OF GARDENA,2023,14.70245041
MEMORIAL HOSPITAL OF GARDENA,2024,9.983810038
MEMORIAL HOSPITAL OF LAFAYETTE COUNTY,2024,30.59964378
MEMORIAL HOSPITAL OF SOUTH BEND,2023,39.317409401999996
MEMORIAL HOSPITAL OF TEXAS COUNTY AUTHORITY,2024,6.060606061
MEMORIAL HOSPITAL PEMBROKE,2023,7.547169811
MEMORIAL HOSPITAL PEMBROKE,2024,34.14430531
MEMORIAL HOSPITAL SWEETWATER COUNTY,2023,3.424657534
MEMORIAL HOSPITAL WEST,2024,0.056298381
"MEMORIAL HOSPITAL, THE",2024,32.90548424
MEMORIAL MEDICAL CENTER,2023,29.525483304
MEMORIAL MEDICAL CENTER,2024,22.222222224
MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,2023,3.703703704
MEMORIAL REGIONAL HOSPITAL,2023,4.166666667
MEMORIAL REGIONAL HOSPITAL,2024,32.51692153
MEMORIALCARE LONG BEACH MEDICAL CENTER,2023,2.040816327
MEMORIALCARE LONG BEACH MEDICAL CENTER,2024,0.424864295
MEMORIALCARE ORANGE COAST MEDICAL CENTER,2023,0.0
MEMORIALCARE ORANGE COAST MEDICAL CENTER,2024,2.721088435
MEMORIALCARE SADDLEBACK MEDICAL CENTER,2023,36.66026871
MEMORIALCARE SADDLEBACK MEDICAL CENTER,2024,12.28668942
MEMPHIS MENTAL HEALTH INSTITUTE,2024,9.259259259
MEMPHIS VA MEDICAL CENTER,2023,3.333333333
MENA REGIONAL HEALTH SYSTEM,2024,27.832800121
MENDOCINO COAST DISTRICT HOSPITAL,2023,25.30620864
MENDOCINO COAST DISTRICT HOSPITAL,2024,1.655299257
MENDOTA MENTAL HEALTH INSTITUTE,2024,0.53156867
MENIFEE GLOBAL MEDICAL CENTER,2023,34.77218225
MENIFEE GLOBAL MEDICAL CENTER,2024,0.948944133
MENORAH MEDICAL CENTER,2023,7.381941857999999
"MENTAL HEALTH EMERGENCY CENTER, INC",2023,2.212848351
MENTAL HEALTH INSTITUTE,2024,73.52648182
MENTAL HEALTH SERVICES FOR CLARK AND MADISON COS,2023,0.438011156
MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,2023,1.960784314
